week_start,launch_week_number,sku_id,channel_id,lifecycle_phase,launch_scenario,weather_scenario,pre_weather_units,weather_adjustment_pct,weather_adjusted_units,analytical_baseline_units,launch_checkpoint_flag,launch_checkpoint_name,forecast_version,provenance
2026-09-21,4,HIS-001,WHOLESALE,LAUNCH,HIGH,NORMAL,82.49,0.0,82.49,82.49,1,W4,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-21,4,HIS-001,WHOLESALE,LAUNCH,BASE,MILD,65.99,-0.04,63.35,63.35,1,W4,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-21,4,HIS-001,WHOLESALE,LAUNCH,BASE,SEVERE,65.99,0.056,69.69,69.69,1,W4,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,ECOM,RAMP,LOW,NORMAL,144.29,0.0,144.29,144.29,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,ECOM,RAMP,BASE,NORMAL,192.39,0.0,192.39,192.39,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,ECOM,RAMP,HIGH,NORMAL,240.48,0.0,240.48,240.48,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,ECOM,RAMP,BASE,MILD,192.39,-0.04,184.69,184.69,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,ECOM,RAMP,BASE,SEVERE,192.39,0.056,203.16,203.16,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,RETAIL,RAMP,LOW,NORMAL,112.22,0.0,112.22,112.22,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,RETAIL,RAMP,BASE,NORMAL,149.63,0.0,149.63,149.63,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,RETAIL,RAMP,HIGH,NORMAL,187.04,0.0,187.04,187.04,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,RETAIL,RAMP,BASE,MILD,149.63,-0.04,143.65,143.65,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,RETAIL,RAMP,BASE,SEVERE,149.63,0.056,158.01,158.01,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,WHOLESALE,RAMP,LOW,NORMAL,64.13,0.0,64.13,64.13,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,WHOLESALE,RAMP,BASE,NORMAL,85.5,0.0,85.5,85.5,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,WHOLESALE,RAMP,HIGH,NORMAL,106.88,0.0,106.88,106.88,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,WHOLESALE,RAMP,BASE,MILD,85.5,-0.04,82.08,82.08,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-09-28,5,HIS-001,WHOLESALE,RAMP,BASE,SEVERE,85.5,0.056,90.29,90.29,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,ECOM,RAMP,LOW,NORMAL,170.1,0.0,170.1,170.1,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,ECOM,RAMP,BASE,NORMAL,226.8,0.0,226.8,226.8,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,ECOM,RAMP,HIGH,NORMAL,283.5,0.0,283.5,283.5,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,ECOM,RAMP,BASE,MILD,226.8,-0.04,217.73,217.73,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,ECOM,RAMP,BASE,SEVERE,226.8,0.056,239.5,239.5,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,RETAIL,RAMP,LOW,NORMAL,132.3,0.0,132.3,132.3,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,RETAIL,RAMP,BASE,NORMAL,176.4,0.0,176.4,176.4,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,RETAIL,RAMP,HIGH,NORMAL,220.5,0.0,220.5,220.5,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,RETAIL,RAMP,BASE,MILD,176.4,-0.04,169.34,169.34,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,RETAIL,RAMP,BASE,SEVERE,176.4,0.056,186.28,186.28,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,WHOLESALE,RAMP,LOW,NORMAL,75.6,0.0,75.6,75.6,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,WHOLESALE,RAMP,BASE,NORMAL,100.8,0.0,100.8,100.8,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,WHOLESALE,RAMP,HIGH,NORMAL,126.0,0.0,126.0,126.0,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,WHOLESALE,RAMP,BASE,MILD,100.8,-0.04,96.77,96.77,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-05,6,HIS-001,WHOLESALE,RAMP,BASE,SEVERE,100.8,0.056,106.44,106.44,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,ECOM,RAMP,LOW,NORMAL,177.49,0.0,177.49,177.49,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,ECOM,RAMP,BASE,NORMAL,236.66,0.0,236.66,236.66,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,ECOM,RAMP,HIGH,NORMAL,295.82,0.0,295.82,295.82,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,ECOM,RAMP,BASE,MILD,236.66,-0.04,227.19,227.19,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,ECOM,RAMP,BASE,SEVERE,236.66,0.056,249.91,249.91,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,RETAIL,RAMP,LOW,NORMAL,138.05,0.0,138.05,138.05,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,RETAIL,RAMP,BASE,NORMAL,184.07,0.0,184.07,184.07,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,RETAIL,RAMP,HIGH,NORMAL,230.09,0.0,230.09,230.09,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,RETAIL,RAMP,BASE,MILD,184.07,-0.04,176.71,176.71,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,RETAIL,RAMP,BASE,SEVERE,184.07,0.056,194.38,194.38,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
